"","TAGNUMBER","TANK_Real","condition1","WEIGHT","condition2","LENGTH","condition3","TIME","condition4","Days_in_Exp"
"1915","00187293DC",151,"WEIGHT_3",12.7,"LENGTH_3",105,"T3",2021-09-29,"Day_in_Exp_T3",62
"1916","00187293DC",151,"WEIGHT_4",26.9,"LENGTH_4",131,"T4",2021-11-04,"Day_in_Exp_T4",98
"1917","00187293DC",151,"WEIGHT_5",51.8,"LENGTH_5",164,"T5",2021-12-09,"Day_in_Exp_T5",133
"1918","00187293DC",151,"WEIGHT_6",78.5,"LENGTH_6",186,"T6",2022-01-06,"Day_in_Exp_T6",161
"1919","00187293DC",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"1920","00187293DC",151,"WEIGHT_8",200.4,"LENGTH_8",255,"T8",2022-03-30,"Day_in_Exp_T8",244
"1921","00187293DD",152,"WEIGHT_1",4,"LENGTH_1",71,"T1",2021-07-29,"Day_in_Exp_T1",0
"1922","00187293DD",152,"WEIGHT_2",8.2,"LENGTH_2",92,"T2",2021-08-21,"Day_in_Exp_T2",20
"1923","00187293DD",152,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA,"Day_in_Exp_T3",NA
"1924","00187293DD",152,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"1925","00187293DD",152,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"1926","00187293DD",152,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"1927","00187293DD",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"1928","00187293DD",152,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"1929","00187293E3",202,"WEIGHT_1",4.4,"LENGTH_1",72,"T1",2021-07-29,"Day_in_Exp_T1",0
"1930","00187293E3",202,"WEIGHT_2",11.3,"LENGTH_2",95,"T2",2021-08-30,"Day_in_Exp_T2",20
"1931","00187293E3",202,"WEIGHT_3",21.8,"LENGTH_3",118,"T3",2021-09-29,"Day_in_Exp_T3",62
"1932","00187293E3",202,"WEIGHT_4",40.9,"LENGTH_4",145,"T4",2021-11-04,"Day_in_Exp_T4",98
"1933","00187293E3",202,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"1934","00187293E3",202,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"1935","00187293E3",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"1936","00187293E3",202,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"1937","00187293E5",202,"WEIGHT_1",2.9,"LENGTH_1",64,"T1",2021-07-29,"Day_in_Exp_T1",0
"1938","00187293E5",202,"WEIGHT_2",5.5,"LENGTH_2",77,"T2",2021-08-30,"Day_in_Exp_T2",20
"1939","00187293E5",202,"WEIGHT_3",5.2,"LENGTH_3",79,"T3",2021-09-29,"Day_in_Exp_T3",62
"1940","00187293E5",202,"WEIGHT_4",6.7,"LENGTH_4",85,"T4",2021-11-04,"Day_in_Exp_T4",98
"1941","00187293E5",202,"WEIGHT_5",12.2,"LENGTH_5",104,"T5",2021-12-09,"Day_in_Exp_T5",133
"1942","00187293E5",202,"WEIGHT_6",14.2,"LENGTH_6",108,"T6",2022-01-06,"Day_in_Exp_T6",161
"1943","00187293E5",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"1944","00187293E5",202,"WEIGHT_8",42.4,"LENGTH_8",153,"T8",2022-03-30,"Day_in_Exp_T8",244
"1945","00187293E8",151,"WEIGHT_1",2.9,"LENGTH_1",65,"T1",2021-07-29,"Day_in_Exp_T1",0
"1946","00187293E8",151,"WEIGHT_2",6.6,"LENGTH_2",86,"T2",2021-08-30,"Day_in_Exp_T2",20
"1947","00187293E8",151,"WEIGHT_3",15.9,"LENGTH_3",113,"T3",2021-09-29,"Day_in_Exp_T3",62
"1948","00187293E8",151,"WEIGHT_4",34.2,"LENGTH_4",142,"T4",2021-11-04,"Day_in_Exp_T4",98
"1949","00187293E8",151,"WEIGHT_5",68.9,"LENGTH_5",180,"T5",2021-12-09,"Day_in_Exp_T5",133
"1950","00187293E8",151,"WEIGHT_6",104.5,"LENGTH_6",209,"T6",2022-01-06,"Day_in_Exp_T6",161
"1951","00187293E8",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"1952","00187293E8",151,"WEIGHT_8",264.2,"LENGTH_8",280,"T8",2022-03-30,"Day_in_Exp_T8",244
"1953","00187293EC",202,"WEIGHT_1",2.9,"LENGTH_1",66,"T1",2021-07-29,"Day_in_Exp_T1",0
"1954","00187293EC",202,"WEIGHT_2",4.3,"LENGTH_2",72,"T2",2021-08-24,"Day_in_Exp_T2",20
"1955","00187293EC",202,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA,"Day_in_Exp_T3",NA
"1956","00187293EC",202,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"1957","00187293EC",202,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"1958","00187293EC",202,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"1959","00187293EC",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"1960","00187293EC",202,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"1961","00187293ED",201,"WEIGHT_1",2.5,"LENGTH_1",62,"T1",2021-07-29,"Day_in_Exp_T1",0
"1962","00187293ED",201,"WEIGHT_2",3.7,"LENGTH_2",70,"T2",2021-08-30,"Day_in_Exp_T2",20
"1963","00187293ED",201,"WEIGHT_3",5.3,"LENGTH_3",79,"T3",2021-09-29,"Day_in_Exp_T3",62
"1964","00187293ED",201,"WEIGHT_4",11.2,"LENGTH_4",99,"T4",2021-11-04,"Day_in_Exp_T4",98
"1965","00187293ED",201,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"1966","00187293ED",201,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"1967","00187293ED",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"1968","00187293ED",201,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"1969","00187293EE",152,"WEIGHT_1",3.4,"LENGTH_1",68,"T1",2021-07-29,"Day_in_Exp_T1",0
"1970","00187293EE",152,"WEIGHT_2",8.6,"LENGTH_2",91,"T2",2021-08-30,"Day_in_Exp_T2",20
"1971","00187293EE",152,"WEIGHT_3",21.9,"LENGTH_3",124,"T3",2021-09-29,"Day_in_Exp_T3",62
"1972","00187293EE",152,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"1973","00187293EE",152,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"1974","00187293EE",152,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"1975","00187293EE",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"1976","00187293EE",152,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"1977","00187293F1",202,"WEIGHT_1",3.7,"LENGTH_1",72,"T1",2021-07-29,"Day_in_Exp_T1",0
"1978","00187293F1",202,"WEIGHT_2",7.5,"LENGTH_2",85,"T2",2021-08-24,"Day_in_Exp_T2",20
"1979","00187293F1",202,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA,"Day_in_Exp_T3",NA
"1980","00187293F1",202,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"1981","00187293F1",202,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"1982","00187293F1",202,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"1983","00187293F1",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"1984","00187293F1",202,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"1985","00187293F2",151,"WEIGHT_1",3.8,"LENGTH_1",69,"T1",2021-07-29,"Day_in_Exp_T1",0
"1986","00187293F2",151,"WEIGHT_2",5.7,"LENGTH_2",80,"T2",2021-08-18,"Day_in_Exp_T2",20
"1987","00187293F2",151,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA,"Day_in_Exp_T3",NA
"1988","00187293F2",151,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"1989","00187293F2",151,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"1990","00187293F2",151,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"1991","00187293F2",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"1992","00187293F2",151,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"1993","00187293F4",202,"WEIGHT_1",3,"LENGTH_1",64,"T1",2021-07-29,"Day_in_Exp_T1",0
"1994","00187293F4",202,"WEIGHT_2",4.1,"LENGTH_2",NA,"T2",2021-08-28,"Day_in_Exp_T2",20
"1995","00187293F4",202,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA,"Day_in_Exp_T3",NA
"1996","00187293F4",202,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"1997","00187293F4",202,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"1998","00187293F4",202,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"1999","00187293F4",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2000","00187293F4",202,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"2001","00187293F6",151,"WEIGHT_1",3.2,"LENGTH_1",68,"T1",2021-07-29,"Day_in_Exp_T1",0
"2002","00187293F6",151,"WEIGHT_2",8.5,"LENGTH_2",90,"T2",2021-08-30,"Day_in_Exp_T2",20
"2003","00187293F6",151,"WEIGHT_3",22.4,"LENGTH_3",123,"T3",2021-09-29,"Day_in_Exp_T3",62
"2004","00187293F6",151,"WEIGHT_4",45.2,"LENGTH_4",155,"T4",2021-11-04,"Day_in_Exp_T4",98
"2005","00187293F6",151,"WEIGHT_5",88.3,"LENGTH_5",195,"T5",2021-12-09,"Day_in_Exp_T5",133
"2006","00187293F6",151,"WEIGHT_6",103.7,"LENGTH_6",211,"T6",2022-01-06,"Day_in_Exp_T6",161
"2007","00187293F6",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2008","00187293F6",151,"WEIGHT_8",242.6,"LENGTH_8",276,"T8",2022-03-30,"Day_in_Exp_T8",244
"2009","00187293F7",202,"WEIGHT_1",3.2,"LENGTH_1",65,"T1",2021-07-29,"Day_in_Exp_T1",0
"2010","00187293F7",202,"WEIGHT_2",6.6,"LENGTH_2",82,"T2",2021-08-24,"Day_in_Exp_T2",20
"2011","00187293F7",202,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA,"Day_in_Exp_T3",NA
"2012","00187293F7",202,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"2013","00187293F7",202,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"2014","00187293F7",202,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"2015","00187293F7",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2016","00187293F7",202,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"2017","00187293F8",151,"WEIGHT_1",3.4,"LENGTH_1",67,"T1",2021-07-29,"Day_in_Exp_T1",0
"2018","00187293F8",151,"WEIGHT_2",7.1,"LENGTH_2",85,"T2",2021-08-30,"Day_in_Exp_T2",20
"2019","00187293F8",151,"WEIGHT_3",15,"LENGTH_3",110,"T3",2021-09-29,"Day_in_Exp_T3",62
"2020","00187293F8",151,"WEIGHT_4",28.3,"LENGTH_4",132,"T4",2021-11-04,"Day_in_Exp_T4",98
"2021","00187293F8",151,"WEIGHT_5",48.5,"LENGTH_5",161,"T5",2021-12-09,"Day_in_Exp_T5",133
"2022","00187293F8",151,"WEIGHT_6",79.8,"LENGTH_6",185,"T6",2022-01-06,"Day_in_Exp_T6",161
"2023","00187293F8",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2024","00187293F8",151,"WEIGHT_8",186.7,"LENGTH_8",256,"T8",2022-03-30,"Day_in_Exp_T8",244
"2025","00187293FA",202,"WEIGHT_1",3.2,"LENGTH_1",65,"T1",2021-07-29,"Day_in_Exp_T1",0
"2026","00187293FA",202,"WEIGHT_2",7.5,"LENGTH_2",85,"T2",2021-08-30,"Day_in_Exp_T2",20
"2027","00187293FA",202,"WEIGHT_3",13.2,"LENGTH_3",101,"T3",2021-09-29,"Day_in_Exp_T3",62
"2028","00187293FA",202,"WEIGHT_4",27.3,"LENGTH_4",129,"T4",2021-11-04,"Day_in_Exp_T4",98
"2029","00187293FA",202,"WEIGHT_5",59.7,"LENGTH_5",165,"T5",2021-12-09,"Day_in_Exp_T5",133
"2030","00187293FA",202,"WEIGHT_6",89.5,"LENGTH_6",188,"T6",2022-01-06,"Day_in_Exp_T6",161
"2031","00187293FA",202,"WEIGHT_7",118.4,"LENGTH_7",209,"T7",2022-02-12,"Day_in_Exp_T7",190
"2032","00187293FA",202,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"2033","00187293FB",151,"WEIGHT_1",3.3,"LENGTH_1",66,"T1",2021-07-29,"Day_in_Exp_T1",0
"2034","00187293FB",151,"WEIGHT_2",NA,"LENGTH_2",NA,"T2",NA,"Day_in_Exp_T2",NA
"2035","00187293FB",151,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA,"Day_in_Exp_T3",NA
"2036","00187293FB",151,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"2037","00187293FB",151,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"2038","00187293FB",151,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"2039","00187293FB",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2040","00187293FB",151,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"2041","00187293FC",201,"WEIGHT_1",2.4,"LENGTH_1",62,"T1",2021-07-29,"Day_in_Exp_T1",0
"2042","00187293FC",201,"WEIGHT_2",6.4,"LENGTH_2",83,"T2",2021-08-30,"Day_in_Exp_T2",20
"2043","00187293FC",201,"WEIGHT_3",12.5,"LENGTH_3",105,"T3",2021-09-29,"Day_in_Exp_T3",62
"2044","00187293FC",201,"WEIGHT_4",30,"LENGTH_4",135,"T4",2021-11-04,"Day_in_Exp_T4",98
"2045","00187293FC",201,"WEIGHT_5",57.7,"LENGTH_5",163,"T5",2021-12-09,"Day_in_Exp_T5",133
"2046","00187293FC",201,"WEIGHT_6",85.1,"LENGTH_6",184,"T6",2022-01-06,"Day_in_Exp_T6",161
"2047","00187293FC",201,"WEIGHT_7",116.6,"LENGTH_7",198,"T7",2022-02-16,"Day_in_Exp_T7",190
"2048","00187293FC",201,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"2049","0018729461",201,"WEIGHT_1",3.9,"LENGTH_1",70,"T1",2021-07-29,"Day_in_Exp_T1",0
"2050","0018729461",201,"WEIGHT_2",6.3,"LENGTH_2",82,"T2",2021-08-25,"Day_in_Exp_T2",20
"2051","0018729461",201,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA,"Day_in_Exp_T3",NA
"2052","0018729461",201,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"2053","0018729461",201,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"2054","0018729461",201,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"2055","0018729461",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2056","0018729461",201,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"2057","0018729463",201,"WEIGHT_1",1.9,"LENGTH_1",59,"T1",2021-07-29,"Day_in_Exp_T1",0
"2058","0018729463",201,"WEIGHT_2",3.5,"LENGTH_2",70,"T2",2021-08-30,"Day_in_Exp_T2",20
"2059","0018729463",201,"WEIGHT_3",4,"LENGTH_3",75,"T3",2021-09-29,"Day_in_Exp_T3",62
"2060","0018729463",201,"WEIGHT_4",6.9,"LENGTH_4",89,"T4",2021-11-04,"Day_in_Exp_T4",98
"2061","0018729463",201,"WEIGHT_5",16.7,"LENGTH_5",118,"T5",2021-12-09,"Day_in_Exp_T5",133
"2062","0018729463",201,"WEIGHT_6",23.6,"LENGTH_6",128,"T6",2022-01-06,"Day_in_Exp_T6",161
"2063","0018729463",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2064","0018729463",201,"WEIGHT_8",67.6,"LENGTH_8",180,"T8",2022-03-30,"Day_in_Exp_T8",244
"2065","0018729464",202,"WEIGHT_1",2.6,"LENGTH_1",64,"T1",2021-07-29,"Day_in_Exp_T1",0
"2066","0018729464",202,"WEIGHT_2",5.5,"LENGTH_2",76,"T2",2021-08-30,"Day_in_Exp_T2",20
"2067","0018729464",202,"WEIGHT_3",6.2,"LENGTH_3",85,"T3",2021-09-29,"Day_in_Exp_T3",62
"2068","0018729464",202,"WEIGHT_4",12,"LENGTH_4",104,"T4",2021-11-04,"Day_in_Exp_T4",98
"2069","0018729464",202,"WEIGHT_5",19.3,"LENGTH_5",120,"T5",2021-12-09,"Day_in_Exp_T5",133
"2070","0018729464",202,"WEIGHT_6",29.2,"LENGTH_6",138,"T6",2022-01-06,"Day_in_Exp_T6",161
"2071","0018729464",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2072","0018729464",202,"WEIGHT_8",69.6,"LENGTH_8",185,"T8",2022-03-30,"Day_in_Exp_T8",244
"2073","0018729465",152,"WEIGHT_1",3.1,"LENGTH_1",67,"T1",2021-07-29,"Day_in_Exp_T1",0
"2074","0018729465",152,"WEIGHT_2",7.1,"LENGTH_2",86,"T2",2021-08-30,"Day_in_Exp_T2",20
"2075","0018729465",152,"WEIGHT_3",22.8,"LENGTH_3",128,"T3",2021-09-29,"Day_in_Exp_T3",62
"2076","0018729465",152,"WEIGHT_4",55,"LENGTH_4",170,"T4",2021-11-04,"Day_in_Exp_T4",98
"2077","0018729465",152,"WEIGHT_5",95.2,"LENGTH_5",201,"T5",2021-12-09,"Day_in_Exp_T5",133
"2078","0018729465",152,"WEIGHT_6",136.5,"LENGTH_6",234,"T6",2022-01-06,"Day_in_Exp_T6",161
"2079","0018729465",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2080","0018729465",152,"WEIGHT_8",312.9,"LENGTH_8",296,"T8",2022-03-30,"Day_in_Exp_T8",244
"2081","0018729467",202,"WEIGHT_1",2.6,"LENGTH_1",62,"T1",2021-07-29,"Day_in_Exp_T1",0
"2082","0018729467",202,"WEIGHT_2",6.6,"LENGTH_2",81,"T2",2021-08-28,"Day_in_Exp_T2",20
"2083","0018729467",202,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA,"Day_in_Exp_T3",NA
"2084","0018729467",202,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"2085","0018729467",202,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"2086","0018729467",202,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"2087","0018729467",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2088","0018729467",202,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"2089","0018729469",201,"WEIGHT_1",2.4,"LENGTH_1",61,"T1",2021-07-29,"Day_in_Exp_T1",0
"2090","0018729469",201,"WEIGHT_2",5.7,"LENGTH_2",80,"T2",2021-08-30,"Day_in_Exp_T2",20
"2091","0018729469",201,"WEIGHT_3",9.2,"LENGTH_3",95,"T3",2021-09-29,"Day_in_Exp_T3",62
"2092","0018729469",201,"WEIGHT_4",18.2,"LENGTH_4",119,"T4",2021-11-04,"Day_in_Exp_T4",98
"2093","0018729469",201,"WEIGHT_5",30.6,"LENGTH_5",140,"T5",2021-12-09,"Day_in_Exp_T5",133
"2094","0018729469",201,"WEIGHT_6",44.4,"LENGTH_6",160,"T6",2022-01-06,"Day_in_Exp_T6",161
"2095","0018729469",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2096","0018729469",201,"WEIGHT_8",79.4,"LENGTH_8",195,"T8",2022-03-30,"Day_in_Exp_T8",244
"2097","001872946A",201,"WEIGHT_1",4.2,"LENGTH_1",74,"T1",2021-07-29,"Day_in_Exp_T1",0
"2098","001872946A",201,"WEIGHT_2",11,"LENGTH_2",99,"T2",2021-08-30,"Day_in_Exp_T2",20
"2099","001872946A",201,"WEIGHT_3",17.2,"LENGTH_3",115,"T3",2021-09-29,"Day_in_Exp_T3",62
"2100","001872946A",201,"WEIGHT_4",28.2,"LENGTH_4",132,"T4",2021-11-04,"Day_in_Exp_T4",98
"2101","001872946A",201,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"2102","001872946A",201,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"2103","001872946A",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2104","001872946A",201,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"2105","001872946B",202,"WEIGHT_1",2.2,"LENGTH_1",59,"T1",2021-07-29,"Day_in_Exp_T1",0
"2106","001872946B",202,"WEIGHT_2",4.8,"LENGTH_2",75,"T2",2021-08-30,"Day_in_Exp_T2",20
"2107","001872946B",202,"WEIGHT_3",8.7,"LENGTH_3",89,"T3",2021-09-29,"Day_in_Exp_T3",62
"2108","001872946B",202,"WEIGHT_4",18.2,"LENGTH_4",116,"T4",2021-11-04,"Day_in_Exp_T4",98
"2109","001872946B",202,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"2110","001872946B",202,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"2111","001872946B",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2112","001872946B",202,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"2113","001872946C",151,"WEIGHT_1",3.1,"LENGTH_1",65,"T1",2021-07-29,"Day_in_Exp_T1",0
"2114","001872946C",151,"WEIGHT_2",8.1,"LENGTH_2",87,"T2",2021-08-30,"Day_in_Exp_T2",20
"2115","001872946C",151,"WEIGHT_3",18.1,"LENGTH_3",114,"T3",2021-09-29,"Day_in_Exp_T3",62
"2116","001872946C",151,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"2117","001872946C",151,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"2118","001872946C",151,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"2119","001872946C",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2120","001872946C",151,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"2121","001872946D",202,"WEIGHT_1",3.4,"LENGTH_1",68,"T1",2021-07-29,"Day_in_Exp_T1",0
"2122","001872946D",202,"WEIGHT_2",5.6,"LENGTH_2",79,"T2",2021-08-30,"Day_in_Exp_T2",20
"2123","001872946D",202,"WEIGHT_3",8.7,"LENGTH_3",94,"T3",2021-09-29,"Day_in_Exp_T3",62
"2124","001872946D",202,"WEIGHT_4",21.9,"LENGTH_4",121,"T4",2021-11-04,"Day_in_Exp_T4",98
"2125","001872946D",202,"WEIGHT_5",43.5,"LENGTH_5",152,"T5",2021-12-09,"Day_in_Exp_T5",133
"2126","001872946D",202,"WEIGHT_6",64.4,"LENGTH_6",177,"T6",2022-01-06,"Day_in_Exp_T6",161
"2127","001872946D",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2128","001872946D",202,"WEIGHT_8",150,"LENGTH_8",222,"T8",2022-03-30,"Day_in_Exp_T8",244
"2129","001872946E",152,"WEIGHT_1",3.7,"LENGTH_1",70,"T1",2021-07-29,"Day_in_Exp_T1",0
"2130","001872946E",152,"WEIGHT_2",8,"LENGTH_2",91,"T2",2021-08-30,"Day_in_Exp_T2",20
"2131","001872946E",152,"WEIGHT_3",18,"LENGTH_3",118,"T3",2021-09-29,"Day_in_Exp_T3",62
"2132","001872946E",152,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"2133","001872946E",152,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"2134","001872946E",152,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"2135","001872946E",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"2136","001872946E",152,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"2137","001872946F",151,"WEIGHT_1",2.1,"LENGTH_1",59,"T1",2021-07-29,"Day_in_Exp_T1",0
"2138","001872946F",151,"WEIGHT_2",4,"LENGTH_2",74,"T2",2021-08-30,"Day_in_Exp_T2",20
"2139","001872946F",151,"WEIGHT_3",9.6,"LENGTH_3",98,"T3",2021-09-29,"Day_in_Exp_T3",62
"2140","001872946F",151,"WEIGHT_4",17.4,"LENGTH_4",117,"T4",2021-11-04,"Day_in_Exp_T4",98
"2141","001872946F",151,"WEIGHT_5",33.5,"LENGTH_5",147,"T5",2021-12-09,"Day_in_Exp_T5",133
